id_bien,date_vente,valeur_bien,numero_voie,b_t_q,FK_id_type_voie,nom_voie,FK_id_commune,FK_id_type_bien,nbr_pieces,surface_terrain,surface_reelle,surface_carrez
32207,2020-05-28,198000.00,6,,0,GUDIN,3208,2,1,,20,15.5
32208,2020-05-18,460000.00,13,,0,DE BASSANO,3208,2,2,,55,29.99
32209,2020-05-19,1320000.00,34,,0,FELICIEN DAVID,3208,2,4,,120,121.29
32210,2020-05-28,1025000.00,6,,0,RAFFET,3208,2,4,,106,103.74
32211,2020-05-26,279000.00,44,,0,SAINT DIDIER,3208,2,1,,17,17.41
32212,2020-05-12,3460800.00,37,,0,ERLANGER,3208,1,7,,320,219.4
32213,2020-05-05,1195300.00,19,,0,DE L YVETTE,3208,2,3,,98,106.59
32214,2020-05-29,330000.00,57,,0,DE LA POMPE,3208,2,2,,40,39.43
32215,2020-06-02,475500.00,46,,0,RAFFET,3208,2,2,,43,43.74
32216,2020-05-13,875000.00,31,,0,RAFFET,3208,2,4,,70,73.02
32217,2020-05-26,820000.00,4,,0,DES EAUX,3208,2,2,,67,69.3
32218,2020-05-29,595000.00,8,,0,DE L ASSOMPTION,3208,2,3,,50,48.11
32219,2020-05-18,503000.00,49,,15,MURAT,3208,2,2,,60,55.64
32220,2020-05-20,1624908.00,3,,51,DES ECRIVAINS COMBATTANTS,3208,2,4,,180,172.18
32221,2020-05-13,1101100.00,34,,0,D AUTEUIL,3208,2,4,,100,92.02
32222,2020-05-20,1263500.00,19,,1,LA GRANDE ARMEE,3208,2,4,,108,112.53
32223,2020-06-05,2275000.00,90,,15,FLANDRIN,3208,2,5,,235,242.5
32224,2020-05-29,816000.00,43,,0,DE BOULAINVILLIERS,3208,2,3,,60,58.54
32225,2020-05-26,332480.00,30,,0,FELICIEN DAVID,3208,2,1,,33,32.2
32226,2020-05-22,858750.00,8,,0,GERICAULT,3208,2,4,,76,75.28
32227,2020-05-19,1303000.00,39,,15,SUCHET,3208,2,1,,15,15.07
32228,2020-06-04,6500000.00,32,,1,FOCH,3208,2,6,,287,317.05
32229,2020-05-26,164000.00,3,,1,BOUDON,3208,2,1,,16,16.76
32230,2020-05-27,619200.00,28,,0,LE SUEUR,3208,2,3,,55,53.86
32231,2020-05-28,1074850.00,38,,0,MICHEL ANGE,3208,2,2,,65,60.11
32232,2020-05-26,365000.00,59,,0,CHARDON LAGACHE,3208,2,2,,37,34.9
32233,2020-05-20,4150000.00,97,,1,VICTOR HUGO,3208,2,8,,316,319.75
32234,2020-05-29,1060000.00,4,,1,DE LAMBALLE,3208,2,2,,75,77.75
32235,2020-05-20,1190000.00,13,,0,DES BELLES FEUILLES,3208,2,4,,73,83.21
32236,2020-05-19,792000.00,9,,0,DE SIAM,3208,2,3,,60,68.94
32237,2020-06-03,860000.00,3,,0,DE CIVRY,3208,2,3,,78,79
32238,2020-05-19,1032000.00,4,,0,BEETHOVEN,3208,2,5,,90,92.91
32239,2020-06-02,1298950.00,31,,0,COPERNIC,3208,2,4,,87,89.75
32240,2020-06-02,290090.00,39,,0,GROS,3208,2,1,,30,28.22
32241,2020-06-02,1550000.00,41,,0,GALILEE,3208,2,3,,123,129.82
32242,2020-05-15,423000.00,176,,24,LOUIS BLERIOT,3208,2,2,,38,42.78
32243,2020-06-09,1018500.00,10,,0,DE CIVRY,3208,2,4,,91,92.33
32244,2020-06-02,494750.00,4,,45,FLORE,3208,2,2,,54,48.21
32245,2020-06-03,897700.00,14,,0,JEAN DE LA FONTAINE,3208,2,2,,65,64.9
32246,2020-05-18,323000.00,14,,0,DES SABLONS,3208,2,1,,23,23.02
32247,2020-06-09,742100.00,3,,0,NARCISSE DIAZ,3208,2,2,,62,65.35
32248,2020-06-05,1290000.00,34,,0,ERLANGER,3208,2,1,,5,115.37
32249,2020-06-08,560000.00,25,,0,LECONTE DE LISLE,3208,2,2,,42,44.1
32250,2020-06-02,1105750.00,29,,0,DU GAL DELESTRAINT,3208,2,4,,110,128.3
32251,2020-06-02,194000.00,88,B,0,MICHEL ANGE,3208,2,1,,14,15
32252,2020-06-03,1450000.00,37,,0,MICHEL ANGE,3208,2,3,,115,111.38
32253,2020-06-04,258000.00,3,,0,DE CIVRY,3208,2,1,,23,22.35
32254,2020-05-25,530000.00,11,,0,DE MAGDEBOURG,3208,2,2,,33,39.89
32255,2020-05-20,105000.00,45,,15,MURAT,3208,2,1,,9,10.36
32256,2020-06-09,1046000.00,5,,51,MIGNOT,3208,2,2,,90,86.47
32257,2020-05-16,1440000.00,37,,0,RIBERA,3208,2,4,,99,92.67
32258,2020-05-19,371000.00,39,,15,SUCHET,3208,2,2,,31,31.81
32259,2020-06-09,1075000.00,88,T,0,MICHEL ANGE,3208,2,3,,97,99.08
32260,2020-06-12,2640000.00,1,,12,DE L ALMA,3208,2,2,,106,125.46
32261,2020-06-12,540000.00,8,,0,DES PATURES,3208,2,2,,50,52.61
32262,2020-05-19,1670000.00,5,,0,LEROUX,3208,2,4,,99,118.17
32263,2020-05-18,849000.00,13,,1,DE VERSAILLES,3208,2,4,,80,68.65
32264,2020-06-05,1110000.00,14,,0,DES MARRONNIERS,3208,2,3,,95,79.4
32265,2020-06-12,286150.00,81,,0,MICHEL ANGE,3208,2,1,,22,22.57
32266,2020-06-16,540470.00,20,,1,DE VERSAILLES,3208,2,2,,51,52.52
32267,2020-06-08,373880.00,16,,0,CORTAMBERT,3208,2,2,,36,30.82
32268,2020-05-22,508500.00,104,,0,BOILEAU,3208,2,3,,46,51.86
32269,2020-06-17,982500.00,50,,0,PERGOLESE,3208,2,4,,94,94.02
32270,2020-06-12,870000.00,2,,0,DE CIVRY,3208,2,3,,86,70.8
32271,2020-06-16,2100000.00,131,,1,DE MALAKOFF,3208,2,5,,155,145.85
32272,2020-06-15,578000.00,114,,0,MICHEL ANGE,3208,2,2,,55,61.11
32273,2020-06-10,806650.00,13,,0,SPONTINI,3208,2,4,,79,75.55
32274,2020-06-15,2210210.00,3,,0,VERDI,3208,2,6,,154,184.29
32275,2020-06-16,9000000.00,6,,15,SUCHET,3208,2,1,,10,9.1
32276,2020-05-29,515000.00,18,,1,DE VERSAILLES,3208,2,2,,55,54.58
32277,2020-06-05,130000.00,12,,0,LE SUEUR,3208,2,1,,7,9.09
32278,2020-06-11,520000.00,95,,0,DE PASSY,3208,2,2,,39,48.6
32279,2020-06-19,745000.00,33,,0,RAYNOUARD,3208,2,2,,52,50.3
32280,2020-06-19,482000.00,4,,0,CHARLES DICKENS,3208,2,1,,43,43.1
32281,2020-06-15,431900.00,93,,0,DE LA FAISANDERIE,3208,2,1,,33,32.42
32282,2020-06-05,466800.00,100,,1,KLEBER,3208,2,2,,31,31.07
32283,2020-06-03,439100.00,112,,24,LOUIS BLERIOT,3208,2,1,,46,46.28
32284,2020-06-11,943590.00,108,,24,LOUIS BLERIOT,3208,2,3,,99,93.89
32285,2020-05-28,1402000.00,24,,0,HENRI HEINE,3208,2,4,,99,106.15
32286,2020-06-18,950000.00,46,,0,RAFFET,3208,2,4,,94,93.12
32287,2020-06-10,2042802.00,2,,0,DECAMPS,3208,2,6,,192,190.1
32288,2020-06-11,1085000.00,5,,0,PAUL DUPUY,3208,2,3,,106,93.05
32289,2020-06-03,1610000.00,77,,15,SUCHET,3208,2,4,,108,135.06
32290,2020-06-23,265000.00,23,,0,JEAN DE LA FONTAINE,3208,2,1,,20,22.18
32291,2020-06-22,2690000.00,31,,0,RAYNOUARD,3208,2,5,,140,134.7
32292,2020-06-05,1570000.00,51,,0,DU GAL DELESTRAINT,3208,2,5,,132,131.85
32293,2020-06-10,4520000.00,2,,0,GREUZE,3208,2,8,,250,322.82
32294,2020-06-15,1805000.00,58,,15,EMILE AUGIER,3208,2,5,,190,205.11
32295,2020-06-18,332500.00,20,,1,RENE BOYLESVE,3208,2,1,,24,24.45
32296,2020-05-28,300000.00,6,,45,DE BEAUSEJOUR,3208,2,3,,70,88.94
32297,2020-05-28,2367100.00,18,,0,GALILEE,3208,2,3,,215,204.02
32298,2020-06-12,624500.00,83,,0,DE L ASSOMPTION,3208,2,2,,54,54.52
32299,2020-06-24,805000.00,94,,1,D IENA,3208,2,2,,61,64.56
32300,2020-06-04,227000.00,9,,0,VICTORIEN SARDOU,3208,2,1,,15,18.54
32301,2020-06-08,1470000.00,4,,0,FOUCAULT,3208,2,4,,100,100.5
32302,2020-06-01,905000.00,1,,0,MIRABEAU,3208,2,4,,97,96.93
32303,2020-06-05,191500.00,15,,15,EXELMANS,3208,2,1,,18,18.05
32304,2020-06-04,475000.00,116,,24,LOUIS BLERIOT,3208,2,4,,96,95.63
32305,2020-06-30,182000.00,6,,0,DAUMIER,3208,2,1,,20,17.52
32306,2020-06-17,665000.00,85,,0,JEAN DE LA FONTAINE,3208,2,2,,39,40.63
32307,2020-06-16,420000.00,81,B,0,LAURISTON,3208,2,1,,19,44.19
32308,2020-06-17,427000.00,24,,15,EXELMANS,3208,2,3,,42,44.53
32309,2020-06-24,887000.00,8,,0,BOILEAU,3208,2,4,,89,87.3
32310,2020-06-08,1230000.00,8,,0,RENE BAZIN,3208,2,5,,112,107.95
32311,2020-06-10,250000.00,15,B,0,GEORGES BIZET,3208,2,1,,26,28.01
32312,2020-06-29,415000.00,14,,0,PAUL VALERY,3208,2,1,,40,38.53
32313,2020-06-29,301000.00,35,,0,DE CHAILLOT,3208,2,2,,41,27.5
32314,2020-06-25,1407000.00,16,,0,LECONTE DE LISLE,3208,2,3,,106,105.78
32315,2020-06-10,568000.00,4,,0,OSWALDO CRUZ,3208,2,2,,56,56.47
32316,2020-06-12,2731000.00,13,,0,BOIS LE VENT,3208,2,3,,90,164.75
32317,2020-06-23,360000.00,8,,0,CDT SCHLOESING,3208,2,1,,31,31.08
32318,2020-06-30,283000.00,178,,1,DE VERSAILLES,3208,2,1,,35,27.8
32319,2020-06-05,823450.00,19,,0,PIERRE GUERIN,3208,2,4,,78,71.35
32320,2020-06-11,1750000.00,52,,1,DES TILLEULS,3208,2,4,,109,109.31
32321,2020-06-15,1169550.00,129,,0,DE LA POMPE,3208,2,4,,54,79.7
32322,2020-06-26,838000.00,6,,0,OSWALDO CRUZ,3208,2,3,,64,67.35
32323,2020-06-17,315000.00,28,,0,GEORGE SAND,3208,2,1,,31,31.13
32324,2020-06-29,350000.00,28,,1,FOCH,3208,2,1,,30,27.56
32325,2020-06-30,160000.00,10,,0,GREUZE,3208,2,1,,10,13.1
32326,2020-06-25,1350000.00,5,,0,MIRABEAU,3208,2,6,,151,150.5
32327,2020-06-11,175000.00,101,,0,DE LA FAISANDERIE,3208,2,1,,15,14.51
32328,2020-06-11,150000.00,79,,15,EXELMANS,3208,2,1,,9,12.85
32329,2020-05-18,1200000.00,12,,51,HENRY PATE,3208,2,4,,107,113
32330,2020-06-29,729700.00,53,,0,BOISSIERE,3208,2,2,,40,47.34
32331,2020-06-16,431480.00,9,,0,LOUIS DAVID,3208,2,1,,28,31.29
32332,2020-06-24,1821745.00,21,B,1,D IENA,3208,2,4,,196,202.12
32333,2020-06-26,580000.00,34,,15,EXELMANS,3208,2,3,,68,64.34
32334,2020-06-23,550000.00,34,,15,EXELMANS,3208,2,2,,45,53.74
32335,2020-06-26,310000.00,10,,0,CORTAMBERT,3208,2,2,,19,23.02
32336,2020-06-11,1170000.00,15,,1,PERRICHONT,3208,2,6,,129,116.7
32337,2020-06-19,2375000.00,61,,1,MARCEAU,3208,2,5,,164,162.52
32338,2020-06-26,1800000.00,12,B,0,RAYNOUARD,3208,2,5,,200,194
32339,2020-06-24,215000.00,1,,1,ALPHONSE XIII,3208,2,0,,25,25.7
32340,2020-06-24,270000.00,50,,0,DE BOULAINVILLIERS,3208,2,4,,81,79.4
32341,2020-06-17,543000.00,19,,1,PAUL DOUMER,3208,2,2,,50,53.27
32342,2020-06-24,400000.00,175,,15,MURAT,3208,2,2,,48,42.13
32343,2020-06-30,780000.00,73,B,15,EXELMANS,3208,2,3,,73,71.29
32344,2020-06-22,920163.00,25,,1,DE LAMBALLE,3208,2,3,,80,80.03
32345,2020-06-30,610329.00,68,,1,DE VERSAILLES,3208,2,3,,65,65.5
32346,2020-06-26,243000.00,123,,0,DE LA TOUR,3208,2,1,,28,28.1
32347,2020-06-22,725000.00,45,,15,DE MONTMORENCY,3208,2,2,,69,69.16
32348,2020-06-18,1560000.00,6,,0,DUMONT D URVILLE,3208,2,5,,132,139.09
32349,2020-06-17,450000.00,181,,1,DE VERSAILLES,3208,2,3,,36,39.35
32350,2020-06-30,694000.00,134,,1,DE VERSAILLES,3208,2,3,,69,68.45
32351,2020-06-25,1100000.00,8,,0,BENOUVILLE,3208,2,4,,112,104.6
32352,2020-06-24,431880.00,82,,15,FLANDRIN,3208,2,1,,44,49.43
32353,2020-06-10,844800.00,3,,0,MOLITOR,3208,2,4,,95,97
32354,2020-06-30,1199850.00,7,,15,SUCHET,3208,2,3,,85,86.96
32355,2020-06-18,1900000.00,47,,0,COPERNIC,3208,2,6,,131,171.36
32356,2020-06-24,600000.00,91,,0,BOILEAU,3208,2,2,,55,56.75
32357,2020-06-24,238000.00,26,,0,CHARDON LAGACHE,3208,2,1,,27,26.28
32358,2020-06-25,1702500.00,46,,0,RAFFET,3208,2,4,,94,141.05
32359,2020-06-04,835000.00,45,,0,DES VIGNES,3208,2,2,,79,77.25
32360,2020-06-30,760000.00,20,,0,DES SABLONS,3208,2,3,,62,63.31
32361,2020-06-29,2200000.00,134,,1,DE MALAKOFF,3208,2,1,,19,18.64
32362,2020-06-30,616000.00,91,,0,BOILEAU,3208,2,2,,57,59.81
32363,2020-06-30,390000.00,23,,15,FLANDRIN,3208,2,2,,48,47.43
32364,2020-06-29,2233000.00,2,,1,EMILE BERGERAT,3208,2,5,,182,181.69
32365,2020-06-30,425000.00,3,,0,TALMA,3208,2,1,,45,52.03
32366,2020-06-29,1660000.00,22,B,0,DE LUBECK,3208,2,5,,116,119
32367,2020-01-06,1188000.00,98,,0,NOLLET,3209,2,4,,80,83.25
32368,2020-01-03,625500.00,62,,0,LEGENDRE,3209,2,3,,75,63.16
32369,2020-01-06,552800.00,11,,0,DE L ARC DE TRIOMPHE,3209,2,2,,55,50.22
32370,2020-01-10,278846.00,6,,0,ARTHUR BRIERE,3209,2,2,,27,27.03
32371,2020-01-08,1091250.00,53,,0,LEGENDRE,3209,2,4,,80,82.7
32372,2020-01-10,123000.00,15,,1,NIEL,3209,2,1,,9,8.25
32373,2020-01-06,532000.00,32,,0,LEGENDRE,3209,2,3,,50,48.88
32374,2020-01-09,1042470.00,18,,15,PEREIRE,3209,2,3,,85,90.13
32375,2020-01-14,245000.00,12,,0,LA CONDAMINE,3209,2,2,,41,39.33
32376,2020-01-10,348670.00,3,,0,RENNEQUIN,3209,2,2,,29,30.67
32377,2020-01-15,1292850.00,45,,0,DES MOINES,3209,2,5,,105,102.26
32378,2020-01-03,673315.00,68,,0,MSTISLAV ROSTROPOVITCH,3209,2,2,,47,47.12
32379,2020-01-17,1637600.00,181,,15,PEREIRE,3209,2,5,,134,140.7
32380,2020-01-09,292300.00,46,,0,DES DAMES,3209,2,1,,24,23.57
32381,2020-01-10,136100.00,9,,0,BELIDOR,3209,2,1,,12,14.01
32382,2020-01-17,1570000.00,16,,0,THEODORE DE BANVILLE,3209,2,5,,173,172.45
32383,2020-01-14,516222.00,36,B,0,JOUFFROY D'ABBANS,3209,2,3,,38,38.02
32384,2020-01-06,352500.00,7,,0,NOLLET,3209,2,3,,42,39.34
32385,2020-01-08,317320.00,26,,0,TRUFFAUT,3209,2,2,,31,23.1
32386,2020-01-06,276930.00,3,,0,BRIDAINE,3209,2,1,,22,22.84
32387,2020-01-09,175800.00,12,,0,BESSIERES,3209,2,2,,25,17.07
32388,2020-01-27,1106500.00,25,,0,RUHMKORFF,3209,2,5,,85,89.59
32389,2020-01-17,489000.00,95,,0,NOLLET,3209,2,3,,50,49.55
32390,2020-01-06,343000.00,132,,0,DE TOCQUEVILLE,3209,2,1,,14,28.35
32391,2020-01-15,452500.00,49,,15,BESSIERES,3209,2,3,,47,47.91
32392,2020-01-14,470850.00,11,,43,DE PUSY,3209,2,3,,42,43.79
32393,2020-01-20,334125.00,26,,0,TRUFFAUT,3209,2,1,,32,29.71
32394,2020-01-17,640230.00,38,,0,TRUFFAUT,3209,2,3,,55,57.8
32395,2020-01-08,663688.00,36,,15,DES BATIGNOLLES,3209,2,2,,65,66.21
32396,2020-01-09,758050.00,5,,15,GOUVION ST CYR,3209,2,4,,56,56.64
32397,2020-01-17,461070.00,23,,0,DES ACACIAS,3209,2,1,,33,32.93
32398,2020-01-21,253800.00,60,,0,GUY MOQUET,3209,2,1,,32,31.76
32399,2020-01-06,1613000.00,17,,0,DE CHEROY,3209,2,7,,135,131.25
32400,2020-01-16,2972750.00,138,,0,DE COURCELLES,3209,2,6,,200,187.93
32401,2020-01-27,165682.00,43,,0,LACROIX,3209,2,2,,35,37.66
32402,2020-01-17,715000.00,30,,0,CARDINET,3209,2,3,,59,61.52
32403,2020-01-09,281430.00,30,,0,LANTIEZ,3209,2,2,,30,29.92
32404,2020-01-27,512000.00,48,,0,LA CONDAMINE,3209,2,3,,55,43.39
32405,2020-01-20,1365300.00,16,,1,DE VILLIERS,3209,2,5,,135,120.25
32406,2020-01-23,297500.00,90,,0,DES MOINES,3209,2,2,,25,26.77
32407,2020-01-17,243000.00,11,,0,LACROIX,3209,2,2,,20,21.01
32408,2020-01-30,589000.00,40,,0,LACROIX,3209,2,3,,49,5
32409,2020-01-27,538600.00,19,,0,PONCELET,3209,2,2,,58,50.04
32410,2020-01-21,855000.00,2,B,0,DES MOINES,3209,2,3,,70,69.94
32411,2020-01-24,420800.00,32,,0,MEDERIC,3209,2,1,,35,39.51
32412,2020-01-10,482000.00,181,,0,DE COURCELLES,3209,2,2,,33,33.5
32413,2020-01-15,262890.00,162,,15,BERTHIER,3209,2,1,,24,19.57
32414,2020-01-22,181300.00,5,,0,JEAN LECLAIRE,3209,2,1,,18,17.17
32415,2020-01-15,1324850.00,91,,1,DES TERNES,3209,2,5,,142,139.08
32416,2020-01-27,224000.00,24,,0,DU DOCTEUR HEULIN,3209,2,1,,17,19.8
32417,2020-01-23,3210800.00,138,,0,DE COURCELLES,3209,2,7,,210,205.08
32418,2020-01-30,309500.00,26,,0,DU PRINTEMPS,3209,2,1,,23,29.02
32419,2020-01-28,249000.00,15,,0,D HELIOPOLIS,3209,2,1,,20,19.82
32420,2020-01-23,853000.00,106,,1,DES TERNES,3209,2,5,,105,72.94
32421,2020-02-06,339000.00,53,,0,POUCHET,3209,2,1,,28,30.03
32422,2020-01-22,263000.00,14,,0,DES ACACIAS,3209,2,1,,19,18.5
32423,2020-01-29,605550.00,4,,0,FOURCROY,3209,2,3,,52,52.75
32424,2020-02-04,203600.00,106,,1,DES TERNES,3209,2,1,,19,16.06
32425,2020-02-05,465800.00,11,,0,DU DR PAUL BROUSSE,3209,2,3,,48,48.1
32426,2020-01-14,449355.00,11,,0,NAVIER,3209,2,3,,48,47.7
32427,2020-01-31,1293100.00,3,,0,PIERRE DEMOURS,3209,2,5,,106,111.13
32428,2020-01-24,849200.00,7,,0,CATULLE MENDES,3209,2,3,,92,92.8
32429,2020-01-30,892850.00,32,,12,ST FERDINAND,3209,2,3,,69,71.94
32430,2020-01-16,499000.00,12,,0,CLAIRAUT,3209,2,2,,44,43.12
32431,2020-01-31,940872.00,112,,15,PEREIRE,3209,2,2,,70,70.16
32432,2020-01-23,406300.00,53,,0,DES EPINETTES,3209,2,3,,32,39.54
32433,2020-02-07,7620000.00,33,,0,LEMERCIER,3209,2,2,,42,42.77
32434,2020-02-10,838400.00,5,,0,TROYON,3209,2,3,,73,69.65
32435,2020-02-07,365000.00,46,,0,DES BATIGNOLLES,3209,2,2,,33,30.72
32436,2020-02-06,999000.00,38,,0,JOUFFROY D'ABBANS,3209,2,5,,98,99.7
32437,2020-02-07,455000.00,46,,0,GUY MOQUET,3209,2,3,,40,41.49
32438,2020-01-27,1320000.00,62,,1,DE WAGRAM,3209,2,5,,106,103.02
32439,2020-01-31,595850.00,271,,15,PEREIRE,3209,2,3,,65,54.09
32440,2020-01-30,1270000.00,116,,0,LEGENDRE,3209,2,5,,102,97.3
32441,2020-01-30,340500.00,45,,0,DES APENNINS,3209,2,2,,27,31.75
32442,2020-02-07,677900.00,62,,0,LEGENDRE,3209,2,3,,55,55.61
32443,2020-01-14,3861000.00,16,,1,CARNOT,3209,2,4,,92,91.79
32444,2020-01-28,1405000.00,124,,0,LEGENDRE,3209,2,5,,105,122.46
32445,2020-02-07,690150.00,25,,1,DE SAINT OUEN,3209,2,3,,61,63.87
32446,2020-01-14,157239.00,70,,0,LA CONDAMINE,3209,2,1,,15,9.9
32447,2020-01-31,303590.00,7,,45,JACQUEMONT,3209,2,2,,28,28.28
32448,2020-02-10,172000.00,173,,1,DE CLICHY,3209,2,1,,15,15.16
32449,2020-02-07,586700.00,93,,0,CARDINET,3209,2,3,,46,46.82
32450,2020-01-23,671650.00,6,,0,PHILIBERT DELORME,3209,2,2,,62,67.88
32451,2020-01-22,248000.00,4,,0,LACAILLE,3209,2,2,,27,25.26
32452,2020-02-07,929515.00,69,,0,LA CONDAMINE,3209,2,3,,66,70.7
32453,2020-01-27,278500.00,12,,0,ALBERT ROUSSEL,3209,2,2,,30,30.5
32454,2020-01-29,359500.00,106,,0,LEGENDRE,3209,2,2,,31,32.69
32455,2020-02-07,538850.00,7,,0,DU DOBROPOL,3209,2,2,,51,50.11
32456,2020-02-17,803950.00,120,,0,NOLLET,3209,2,3,,63,65.67
32457,2020-02-07,173000.00,93,,0,LA CONDAMINE,3209,2,1,,14,12.41
32458,2020-02-03,367425.00,108,,0,CARDINET,3209,2,2,,28,33.1
32459,2020-02-07,475000.00,93,,0,DE LA JONQUIERE,3209,2,3,,48,48.17
32460,2020-02-07,752000.00,108,,1,DES TERNES,3209,2,3,,70,67.56
32461,2020-01-31,716610.00,22,,0,DE LEVIS,3209,2,3,,50,53.37
32462,2020-02-18,194400.00,17,,0,DES ACACIAS,3209,2,3,,54,56
32463,2020-02-04,335600.00,65,,0,DE LEVIS,3209,2,1,,23,25.6
32464,2020-02-04,355500.00,138,,0,CARDINET,3209,2,2,,35,34.32
32465,2020-02-04,268000.00,79,,1,NIEL,3209,2,1,,20,18.83
32466,2020-02-14,662300.00,94,,0,LEGENDRE,3209,2,2,,48,50.22
32467,2020-02-17,244000.00,8,,0,LECHAPELAIS,3209,2,2,,24,24.74
32468,2020-02-14,323000.00,11,,0,DE L ETOILE,3209,2,2,,30,27.66
32469,2020-02-19,452000.00,14,,0,DU DOBROPOL,3209,2,1,,43,42.5
32470,2020-02-03,412480.00,103,,0,LEMERCIER,3209,2,2,,35,36.45
32471,2020-02-13,710000.00,4,,0,LEMERCIER,3209,2,1,,50,53.6
32472,2020-02-21,377300.00,86,,0,TRUFFAUT,3209,2,1,,16,36.52
32473,2020-02-03,601410.00,71,,1,DE SAINT OUEN,3209,2,3,,54,53.27
32474,2020-02-10,1140600.00,65,,0,DULONG,3209,2,7,,96,94.85
32475,2020-02-14,520000.00,18,,0,DES ACACIAS,3209,2,2,,52,37.48
32476,2020-01-29,416000.00,1,,0,JACQUEMONT,3209,2,2,,42,42.12
32477,2020-02-06,442400.00,5,,1,DE SAINT OUEN,3209,2,2,,36,40.81
32478,2020-02-17,921845.00,38,,0,PIERRE DEMOURS,3209,2,4,,77,79.18
32479,2020-01-30,2150000.00,138,,0,DE COURCELLES,3209,2,7,,207,211.38
32480,2020-02-14,849490.00,22,,0,LAUGIER,3209,2,3,,64,65.7
32481,2020-02-14,924373.00,78,,15,DES BATIGNOLLES,3209,2,3,,65,64.92
32482,2020-02-19,449020.00,51,,0,DES BATIGNOLLES,3209,2,2,,33,36.42
32483,2020-02-17,2670000.00,11,B,0,AMPERE,3209,2,6,,214,212.71
32484,2020-02-07,610000.00,2,,0,LECHAPELAIS,3209,2,2,,64,59.86
32485,2020-02-10,635500.00,3,,0,LEBOUTEUX,3209,2,4,,60,49.71
32486,2020-01-30,381275.00,1,,0,BERZELIUS,3209,2,3,,42,44.13
32487,2020-02-25,204660.00,69,,0,NOLLET,3209,2,1,,18,18.04
32488,2020-02-27,377655.00,53,,1,DE SAINT OUEN,3209,2,2,,33,33
32489,2020-01-30,667000.00,5,,0,LEBON,3209,2,2,,60,61.17
32490,2020-02-14,294000.00,3,,1,DES CHASSEURS,3209,2,1,,26,24.87
32491,2020-02-28,676000.00,26,,0,BRUNEL,3209,2,2,,59,60.13
32492,2020-02-07,360250.00,3,,0,JACQUEMONT,3209,2,3,,61,61.65
32493,2020-02-07,348000.00,15,,0,BREY,3209,2,2,,26,26.48
32494,2020-02-07,98000.00,122,,15,PEREIRE,3209,2,1,,10,7.07
32495,2020-02-27,362000.00,65,,0,DE TOCQUEVILLE,3209,2,3,,38,38.38
32496,2020-02-11,225400.00,21,,0,BERZELIUS,3209,2,3,,50,50.83
32497,2020-02-28,420500.00,3,,10,NABOULET,3209,2,2,,44,39.57
32498,2020-02-21,274650.00,56,,0,DULONG,3209,2,1,,25,25.16
32499,2020-02-28,207000.00,6,,0,RENNEQUIN,3209,2,2,,18,15.79
32500,2020-03-06,388000.00,4,,51,GABRIEL FAURE,3209,2,2,,28,31.13
32501,2020-03-04,1560000.00,16,,15,PEREIRE,3209,2,4,,116,126.84
32502,2020-02-13,861300.00,15,,0,DARCET,3209,2,3,,57,60.08
32503,2020-03-09,976250.00,12,,0,BREMONTIER,3209,2,4,,82,83.41
32504,2020-02-26,174500.00,29,,0,DES APENNINS,3209,2,1,,15,18.92
32505,2020-03-13,741488.00,27,,0,SAUFFROY,3209,2,3,,60,61.8
32506,2020-02-27,1085670.00,25,,1,DE WAGRAM,3209,2,2,,77,80.6
32507,2020-03-03,2294000.00,3,,0,VILLARET DE JOYEUSE,3209,2,6,,156,207.53
32508,2020-03-06,1438700.00,4,,0,NICOLAS CHUQUET,3209,2,3,,91,95.1
32509,2020-03-05,1478000.00,82,,1,DE WAGRAM,3209,2,5,,110,117.71
32510,2020-03-02,646000.00,62,,0,DES BATIGNOLLES,3209,2,3,,49,48.7
32511,2020-03-09,296600.00,10,,0,THEODORE DE BANVILLE,3209,2,2,,22,23.42
32512,2020-03-13,786500.00,161,,15,MALESHERBES,3209,2,2,,65,66.3
32513,2020-02-20,465400.00,42,,0,DAUTANCOURT,3209,2,2,,40,40.23
32514,2020-02-21,1165000.00,29,B,0,POUCHET,3209,2,3,,105,115.75
32515,2020-03-13,333200.00,21,,0,GUY MOQUET,3209,2,2,,31,30.9
32516,2020-03-06,574000.00,32,,0,DULONG,3209,2,2,,48,50.25
32517,2020-02-28,222600.00,26,,0,BIOT,3209,2,1,,22,20.3
32518,2020-02-27,361650.00,138,,0,CARDINET,3209,2,2,,38,36.06
32519,2020-02-28,295000.00,6,,0,DESCOMBES,3209,2,1,,28,26.4
32520,2020-03-19,875000.00,25,,1,DE SAINT OUEN,3209,2,4,,68,73.31
32521,2020-02-28,194300.00,125,,0,DE TOCQUEVILLE,3209,2,1,,17,17.04
32522,2020-03-12,290000.00,26,,0,DAUTANCOURT,3209,2,2,,29,29.65
32523,2020-03-02,1399000.00,3,,0,DE BIZERTE,3209,2,7,,178,176.61
32524,2020-02-27,885850.00,32,,0,DES RENAUDES,3209,2,3,,73,68.22
32525,2020-03-16,516450.00,8,,0,DESCOMBES,3209,2,2,,50,45.47
32526,2020-02-26,74100.00,5,,0,LEMERCIER,3209,2,3,,54,54.58
32527,2020-03-11,650050.00,19,B,0,JOUFFROY D'ABBANS,3209,2,3,,71,52.28
32528,2020-03-13,312000.00,11,,0,POUCHET,3209,2,2,,28,28.68
